assessment_id,id_no,sci_name,presence,origin,seasonal,compiler,yrcompiled,citation,legend,subspecies,subpop,dist_comm,island,tax_comm,source,basisofrec,event_year,longitude,latitude
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,iNaturalist,HumanObservation,2015,77.385735,8.549498
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,iNaturalist,HumanObservation,2016,75.687716,12.888151
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,iNaturalist,HumanObservation,2017,76.902525,10.293195
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,iNaturalist,HumanObservation,2017,76.955397,10.326973
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,iNaturalist,HumanObservation,2018,75.645283,12.226045
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,iNaturalist,HumanObservation,2020,73.859758,17.126086
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,iNaturalist,HumanObservation,2020,75.568,13.000517
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,iNaturalist,HumanObservation,2020,76.935993,10.351293
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,iNaturalist,HumanObservation,2020,76.949788,10.258819
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,iNaturalist,HumanObservation,2021,76.934036,10.347939
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,iNaturalist,HumanObservation,2021,76.996495,10.288095
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,iNaturalist,HumanObservation,2021,90.658973,27.172553
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,iNaturalist,HumanObservation,2022,75.655721,12.922925
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,iNaturalist,HumanObservation,2022,75.732409,12.679654
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,iNaturalist,HumanObservation,2022,75.789284,12.190987
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,iNaturalist,HumanObservation,2022,76.832147,10.32059
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,iNaturalist,HumanObservation,2022,76.834036,10.320372
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,iNaturalist,HumanObservation,2022,76.84834,10.214438
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,iNaturalist,HumanObservation,2022,76.935678,10.351661
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,iNaturalist,HumanObservation,2022,76.950488,10.345724
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,iNaturalist,HumanObservation,2023,75.673173,12.918209
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,iNaturalist,HumanObservation,2023,76.642543,12.189455
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,iNaturalist,HumanObservation,2023,76.801646,10.294426
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,iNaturalist,HumanObservation,2023,76.841682,10.333314
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,iNaturalist,HumanObservation,2023,76.893174,10.319021
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,iNaturalist,HumanObservation,2023,76.987367,10.370603
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,iNaturalist,HumanObservation,2023,77.002688,10.399302
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,iNaturalist,HumanObservation,2023,77.002995,10.365866
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,KUN,PreservedSpecimen,1960,100.45,21.97
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,NCF-India,HumanObservation,2003,76.890285,10.358025
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,NCF-India,HumanObservation,2003,76.892543,10.347891
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,NCF-India,HumanObservation,2003,76.928891,10.322817
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,NCF-India,HumanObservation,2003,76.931715,10.347996
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,NCF-India,HumanObservation,2003,76.994109,10.369175
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,NHMUK,PreservedSpecimen,1881,88.4517,27.5544
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,WII,PreservedSpecimen,1986,77.483477,8.497334
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,WII,PreservedSpecimen,,77.177732,8.632959
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,,HumanObservation,2002,77.165222,9.455666
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,,HumanObservation,2012,75.806908,12.337494
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,,HumanObservation,2014,77.013268,8.81566
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,,HumanObservation,2014,77.13147,8.70864
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,,HumanObservation,2017,76.883507,10.357455
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,,HumanObservation,2017,76.951004,10.323591
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,,HumanObservation,2017,77.14257,11.88507
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,,HumanObservation,2018,75.649574,12.224535
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,,PreservedSpecimen,1976,77.2833,8.9167
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,,PreservedSpecimen,1992,98.916667,18.783333
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,,PreservedSpecimen,1996,99.521667,18.144722
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,,PreservedSpecimen,1996,99.866667,18.333333
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,,PreservedSpecimen,1997,99.75,19.0667
117894247,117894243,Canarium strictum,1,1,1,Devika M. A.,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,,PreservedSpecimen,2010,98.546983,18.532117
119040796,31199,Syzygium occidentale,1,1,1,Amitha Bachan K.H. & Devika M.A.,2022,GTA,Extant (resident),,,,,,,HumanObservation,2003,76.56894,10.29624
119040796,31199,Syzygium occidentale,1,1,1,Amitha Bachan K.H. & Devika M.A.,2022,GTA,Extant (resident),,,,,,,PreservedSpecimen,1904,77.03805,8.713769
119040796,31199,Syzygium occidentale,1,1,1,Amitha Bachan K.H. & Devika M.A.,2022,GTA,Extant (resident),,,,,,,PreservedSpecimen,1976,75.52954,12.82569
119040796,31199,Syzygium occidentale,1,1,1,Amitha Bachan K.H. & Devika M.A.,2022,GTA,Extant (resident),,,,,,,PreservedSpecimen,1993,76.7856,10.15779
119040796,31199,Syzygium occidentale,1,1,1,Amitha Bachan K.H. & Devika M.A.,2022,GTA,Extant (resident),,,,,,,PreservedSpecimen,1994,77.06488,9.416614
119040796,31199,Syzygium occidentale,1,1,1,Amitha Bachan K.H. & Devika M.A.,2022,GTA,Extant (resident),,,,,,,PreservedSpecimen,1998,77.02449,9.40358
119040796,31199,Syzygium occidentale,1,1,1,Amitha Bachan K.H. & Devika M.A.,2022,GTA,Extant (resident),,,,,,,PreservedSpecimen,1998,77.03381,9.407992
119040966,38821,Syzygium parameswaranii,1,1,1,Amitha Bachan and Devika,2022,GTA,Extant (resident),,,,,,,PreservedSpecimen,1980,77.24406,8.614253
119040966,38821,Syzygium parameswaranii,1,1,1,Amitha Bachan and Devika,2022,GTA,Extant (resident),,,,,,,PreservedSpecimen,1988,77.23956,8.6303
119040966,38821,Syzygium parameswaranii,1,1,1,Amitha Bachan and Devika,2022,GTA,Extant (resident),,,,,,,PreservedSpecimen,1988,77.35911,9.646814
119040966,38821,Syzygium parameswaranii,1,1,1,Amitha Bachan and Devika,2022,GTA,Extant (resident),,,,,,,PreservedSpecimen,1989,77.23956,8.6303
119040966,38821,Syzygium parameswaranii,1,1,1,Amitha Bachan and Devika,2022,GTA,Extant (resident),,,,,,,PreservedSpecimen,1989,77.24392,8.617592
119040966,38821,Syzygium parameswaranii,1,1,1,Amitha Bachan and Devika,2022,GTA,Extant (resident),,,,,,,PreservedSpecimen,1989,77.33303,9.583544
119040966,38821,Syzygium parameswaranii,1,1,1,Amitha Bachan and Devika,2022,GTA,Extant (resident),,,,,,,PreservedSpecimen,1989,77.33963,9.581589
119040966,38821,Syzygium parameswaranii,1,1,1,Amitha Bachan and Devika,2022,GTA,Extant (resident),,,,,,,PreservedSpecimen,1989,77.36098,9.643247
119040966,38821,Syzygium parameswaranii,1,1,1,Amitha Bachan and Devika,2022,GTA,Extant (resident),,,,,,,PreservedSpecimen,1990,77.35911,9.646814
119040966,38821,Syzygium parameswaranii,1,1,1,Amitha Bachan and Devika,2022,GTA,Extant (resident),,,,,,,PreservedSpecimen,1990,77.39763,9.690017
119040966,38821,Syzygium parameswaranii,1,1,1,Amitha Bachan and Devika,2022,GTA,Extant (resident),,,,,,,PreservedSpecimen,1991,77.23956,8.6303
119040966,38821,Syzygium parameswaranii,1,1,1,Amitha Bachan and Devika,2022,GTA,Extant (resident),,,,,,,PreservedSpecimen,1991,77.39924,9.684244
119040966,38821,Syzygium parameswaranii,1,1,1,Amitha Bachan and Devika,2022,GTA,Extant (resident),,,,,,,PreservedSpecimen,1992,77.33303,9.583544
119040966,38821,Syzygium parameswaranii,1,1,1,Amitha Bachan and Devika,2022,GTA,Extant (resident),,,,,,,PreservedSpecimen,1993,77.24389,8.617591
119040966,38821,Syzygium parameswaranii,1,1,1,Amitha Bachan and Devika,2022,GTA,Extant (resident),,,,,,,PreservedSpecimen,1993,77.24392,8.617592
119040966,38821,Syzygium parameswaranii,1,1,1,Amitha Bachan and Devika,2022,GTA,Extant (resident),,,,,,,PreservedSpecimen,1993,77.24406,8.614253
119040966,38821,Syzygium parameswaranii,1,1,1,Amitha Bachan and Devika,2022,GTA,Extant (resident),,,,,,,PreservedSpecimen,1993,77.35911,9.646814
119040966,38821,Syzygium parameswaranii,1,1,1,Amitha Bachan and Devika,2022,GTA,Extant (resident),,,,,,,PreservedSpecimen,1995,77.31473,9.547408
119040966,38821,Syzygium parameswaranii,1,1,1,Amitha Bachan and Devika,2022,GTA,Extant (resident),,,,,,,PreservedSpecimen,1995,77.33967,9.581589
119040966,38821,Syzygium parameswaranii,1,1,1,Amitha Bachan and Devika,2022,GTA,Extant (resident),,,,,,,PreservedSpecimen,1995,77.401711,9.520766
119040966,38821,Syzygium parameswaranii,1,1,1,Amitha Bachan and Devika,2022,GTA,Extant (resident),,,,,,,PreservedSpecimen,1995,77.401712,9.520766
119040966,38821,Syzygium parameswaranii,1,1,1,Amitha Bachan and Devika,2022,GTA,Extant (resident),,,,,,,PreservedSpecimen,2010,77.39763,9.690017
119040966,38821,Syzygium parameswaranii,1,1,1,Amitha Bachan and Devika,2022,GTA,Extant (resident),,,,,,,PreservedSpecimen,2011,77.23956,8.6303
119040966,38821,Syzygium parameswaranii,1,1,1,Amitha Bachan and Devika,2022,GTA,Extant (resident),,,,,,,PreservedSpecimen,2011,77.35013,9.643225
119040966,38821,Syzygium parameswaranii,1,1,1,Amitha Bachan and Devika,2022,GTA,Extant (resident),,,,,,,PreservedSpecimen,2012,77.39763,9.690017
119040966,38821,Syzygium parameswaranii,1,1,1,Amitha Bachan and Devika,2022,GTA,Extant (resident),,,,,,,PreservedSpecimen,2013,77.3603,9.639319
119040966,38821,Syzygium parameswaranii,1,1,1,Amitha Bachan and Devika,2022,GTA,Extant (resident),,,,,,,PreservedSpecimen,2013,77.37857,9.629172
119040966,38821,Syzygium parameswaranii,1,1,1,Amitha Bachan and Devika,2022,GTA,Extant (resident),,,,,,,PreservedSpecimen,2013,77.39763,9.690017
119040966,38821,Syzygium parameswaranii,1,1,1,Amitha Bachan and Devika,2022,GTA,Extant (resident),,,,,,,PreservedSpecimen,2017,77.40356,9.714989
119044958,31170,Vateria macrocarpa,1,1,1,BGCI,2022,GTA,Extant (resident),,,,,,,,0,76.619106,10.994589
119044958,31170,Vateria macrocarpa,1,1,1,BGCI,2022,GTA,Extant (resident),,,,,,,,0,76.621706,11.002308
119044958,31170,Vateria macrocarpa,1,1,1,BGCI,2022,GTA,Extant (resident),,,,,,,,0,76.621747,10.991244
119044958,31170,Vateria macrocarpa,1,1,1,BGCI,2022,GTA,Extant (resident),,,,,,,,0,76.628178,11.007072
119044958,31170,Vateria macrocarpa,1,1,1,BGCI,2022,GTA,Extant (resident),,,,,,,,0,76.632819,11.003628
119044958,31170,Vateria macrocarpa,1,1,1,BGCI,2022,GTA,Extant (resident),,,,,,,,0,76.638169,10.985683
119044958,31170,Vateria macrocarpa,1,1,1,BGCI,2022,GTA,Extant (resident),,,,,,,,0,76.640439,10.995111
119044958,31170,Vateria macrocarpa,1,1,1,BGCI,2022,GTA,Extant (resident),,,,,,,,0,76.672033,11.029231
119044958,31170,Vateria macrocarpa,1,1,1,BGCI,2022,GTA,Extant (resident),,,,,,,,0,76.674231,11.032894
119044958,31170,Vateria macrocarpa,1,1,1,BGCI,2022,GTA,Extant (resident),,,,,,,,0,76.674244,11.026042
119044958,31170,Vateria macrocarpa,1,1,1,BGCI,2022,GTA,Extant (resident),,,,,,,,0,76.676433,11.023625
119044958,31170,Vateria macrocarpa,1,1,1,BGCI,2022,GTA,Extant (resident),,,,,,,,0,76.678578,11.031472
119044958,31170,Vateria macrocarpa,1,1,1,BGCI,2022,GTA,Extant (resident),,,,,,,,0,76.680081,11.0229
119044958,31170,Vateria macrocarpa,1,1,1,BGCI,2022,GTA,Extant (resident),,,,,,,,0,76.681531,11.026783
119044958,31170,Vateria macrocarpa,1,1,1,BGCI,2022,GTA,Extant (resident),,,,,,,,0,76.682575,11.032347
119044958,31170,Vateria macrocarpa,1,1,1,BGCI,2022,GTA,Extant (resident),,,,,,,,0,76.687056,10.997694
119044958,31170,Vateria macrocarpa,1,1,1,BGCI,2022,GTA,Extant (resident),,,,,,,,0,76.691067,11.008264
119044958,31170,Vateria macrocarpa,1,1,1,BGCI,2022,GTA,Extant (resident),,,,,,,,0,76.691756,11.036497
119044958,31170,Vateria macrocarpa,1,1,1,BGCI,2022,GTA,Extant (resident),,,,,,,,0,76.694667,10.993086
119044958,31170,Vateria macrocarpa,1,1,1,BGCI,2022,GTA,Extant (resident),,,,,,,,0,76.694814,11.032839
119044958,31170,Vateria macrocarpa,1,1,1,BGCI,2022,GTA,Extant (resident),,,,,,,,0,76.695608,11.037517
119044958,31170,Vateria macrocarpa,1,1,1,BGCI,2022,GTA,Extant (resident),,,,,,,,0,76.695664,11.030581
119044958,31170,Vateria macrocarpa,1,1,1,BGCI,2022,GTA,Extant (resident),,,,,,,,0,76.697828,11.0007
119044958,31170,Vateria macrocarpa,1,1,1,BGCI,2022,GTA,Extant (resident),,,,,,,,0,76.698483,11.035361
119044958,31170,Vateria macrocarpa,1,1,1,BGCI,2022,GTA,Extant (resident),,,,,,,,0,76.699367,11.016644
119044958,31170,Vateria macrocarpa,1,1,1,BGCI,2022,GTA,Extant (resident),,,,,,,,0,76.700239,11.033639
119044958,31170,Vateria macrocarpa,1,1,1,BGCI,2022,GTA,Extant (resident),,,,,,,,0,76.703247,11.007781
119044958,31170,Vateria macrocarpa,1,1,1,BGCI,2022,GTA,Extant (resident),,,,,,,,0,76.703467,11.033375
119044958,31170,Vateria macrocarpa,1,1,1,BGCI,2022,GTA,Extant (resident),,,,,,,,0,76.714011,11.013072
119044958,31170,Vateria macrocarpa,1,1,1,BGCI,2022,GTA,Extant (resident),,,,,,,,0,76.722531,11.039006
119048739,119048736,Viburnum hebanthum,1,1,1,Anurag Dhyani,2023,Anurag Dhyani,Extant (resident),,,,,,HIFP,PreservedSpecimen,1960,77.5167,10.2417
119048739,119048736,Viburnum hebanthum,1,1,1,Anurag Dhyani,2023,Anurag Dhyani,Extant (resident),,,,,,HIFP,PreservedSpecimen,1968,76.7,11.4
119048739,119048736,Viburnum hebanthum,1,1,1,Anurag Dhyani,2023,Anurag Dhyani,Extant (resident),,,,,,,,2023,76.62191391,11.44599866
129336875,129335824,Palaquium polyanthum,1,1,1,GTA,2022,Global Tree Assessment,Extant (resident),,,,,,G,PreservedSpecimen,,91.66667,24.5
129336875,129335824,Palaquium polyanthum,1,1,1,GTA,2022,Global Tree Assessment,Extant (resident),,,,,,,,2022,91.87266365,24.92316086
129336875,129335824,Palaquium polyanthum,1,1,1,GTA,2022,Global Tree Assessment,Extant (resident),,,,,,,,2022,92.65269295,24.91817915
138500009,31220,Actinodaphne bourneae,1,1,1,Rogier de Kok,2019,GTA,Extant (resident),,,,,,,,0,77.04231262,10.14379045
138500009,31220,Actinodaphne bourneae,1,1,1,Rogier de Kok,2019,GTA,Extant (resident),,,,,,,,0,77.42608305,10.04892242
138500009,31220,Actinodaphne bourneae,1,1,1,Rogier de Kok,2019,GTA,Extant (resident),,,,,,,,0,77.49009138,10.22836116
138500009,31220,Actinodaphne bourneae,1,1,1,Rogier de Kok,2019,GTA,Extant (resident),,,,,,,,0,77.49678617,10.23579414
138500009,31220,Actinodaphne bourneae,1,1,1,Rogier de Kok,2019,GTA,Extant (resident),,,,,,,,0,77.49764448,10.2327534
138502123,33497,Litsea leiantha,1,1,1,Rogier de Kok,2020,GTA,Extant (resident),,,,,,,,0,92.70873536,11.81054303
138502123,33497,Litsea leiantha,1,1,1,Rogier de Kok,2020,GTA,Extant (resident),,,,,,,,0,92.73070802,11.72449959
138508872,62565,Actinodaphne campanulata,1,1,1,Rogier de Kok,2019,GTA,Extant (resident),,,,,,,,0,77.02211759,9.80884157
138508872,62565,Actinodaphne campanulata,1,1,1,Rogier de Kok,2019,GTA,Extant (resident),,,,,,,,0,77.17170236,8.57362896
138508872,62565,Actinodaphne campanulata,1,1,1,Rogier de Kok,2019,GTA,Extant (resident),,,,,,,,0,77.18942261,9.44546716
138508872,62565,Actinodaphne campanulata,1,1,1,Rogier de Kok,2019,GTA,Extant (resident),,,,,,,,0,77.19367501,8.58109758
138508872,62565,Actinodaphne campanulata,1,1,1,Rogier de Kok,2019,GTA,Extant (resident),,,,,,,,0,77.24555969,8.61632545
138508872,62565,Actinodaphne campanulata,1,1,1,Rogier de Kok,2019,GTA,Extant (resident),,,,,,,,0,77.24845116,8.61617082
138508872,62565,Actinodaphne campanulata,1,1,1,Rogier de Kok,2019,GTA,Extant (resident),,,,,,,,0,77.25188439,8.61073961
138508872,62565,Actinodaphne campanulata,1,1,1,Rogier de Kok,2019,GTA,Extant (resident),,,,,,,,0,77.33509657,8.53065897
138508872,62565,Actinodaphne campanulata,1,1,1,Rogier de Kok,2019,GTA,Extant (resident),,,,,,,,0,77.35071345,8.30013018
138508872,62565,Actinodaphne campanulata,1,1,1,Rogier de Kok,2019,GTA,Extant (resident),,,,,,,,0,77.35346003,8.2756691
145297168,144052276,Beilschmiedia aborensis,1,1,1,Rogier de Kok,2020,GTA,Extant (resident),,,,,,,,0,94.51858294,28.49034778
145297198,144053300,Beilschmiedia andamanensis,1,1,1,Rogier de Kok,2020,GTA,Extant (resident),,,,,,,,1990,92.7784993,11.897635
145297273,144056383,Beilschmiedia brandisii,1,1,1,Rogier de Kok,2020,GTA,Extant (resident),,,,,,,,0,93.9632106,26.49002631
145297963,145290519,Beilschmiedia sikkimensis,1,1,1,Rogier de Kok,2019,GTA,Extant (resident),,,,,,,,0,75.43443828,12.99896828
145297963,145290519,Beilschmiedia sikkimensis,1,1,1,Rogier de Kok,2019,GTA,Extant (resident),,,,,,,,0,82.45176301,17.9977027
145297963,145290519,Beilschmiedia sikkimensis,1,1,1,Rogier de Kok,2019,GTA,Extant (resident),,,,,,,,0,83.02305208,18.10215924
145297963,145290519,Beilschmiedia sikkimensis,1,1,1,Rogier de Kok,2019,GTA,Extant (resident),,,,,,,,0,88.55639622,27.20320088
145415813,145301615,Cinnamomum bhaskarii,1,1,1,Rogier de Kok,2019,GTA,Extant (resident),,,,,,,,0,93.46469078,27.60394173
145415823,145301728,Cinnamomum bishnupadae,1,1,1,Rogier de Kok,2019,GTA,Extant (resident),,,,,,,,0,90.93174255,25.54395215
145415823,145301728,Cinnamomum bishnupadae,1,1,1,Rogier de Kok,2019,GTA,Extant (resident),,,,,,,,0,91.87921922,25.55292169
145415833,145301965,Cinnamomum blandfordii,1,1,1,Rogier de Kok,2019,GTA,Extant (resident),,,,,,,,0,95.6150163,28.27886176
145415833,145301965,Cinnamomum blandfordii,1,1,1,Rogier de Kok,2019,GTA,Extant (resident),,,,,,,,0,96.23240231,24.21589778
145416111,145310645,Cinnamomum kingdon-wardii,1,1,1,Rogier de Kok,2019,GTA,Extant (resident),,,,,,,PreservedSpecimen,1949,96.166667,28.166667
145416166,145311979,Cinnamomum lohitensis,1,1,1,Rogier de Kok,2019,GTA,Extant (resident),,,,,,,,0,96.2210485,27.93967188
145416471,145344026,Cinnamomum sanjappae,1,1,1,Rogier de Kok,2019,GTA,Extant (resident),,,,,,,,0,94.74746704,28.47472727
145416576,145404323,Cinnamomum suvrae,1,1,1,Rogier de Kok,2019,GTA,Extant (resident),,,,,,,,0,91.57565508,25.52782889
145416576,145404323,Cinnamomum suvrae,1,1,1,Rogier de Kok,2019,GTA,Extant (resident),,,,,,,,0,91.69101152,25.51295727
149812631,31200,Syzygium palghatense,1,1,1,"Amitha Bachan, K.H.",2022,GTA,Extant (resident),,,,,,,,0,76.83038,10.499
149812631,31200,Syzygium palghatense,1,1,1,"Amitha Bachan, K.H.",2022,GTA,Extant (resident),,,,,,,,0,76.83211,10.512
149812631,31200,Syzygium palghatense,1,1,1,"Amitha Bachan, K.H.",2022,GTA,Extant (resident),,,,,,,,0,76.83439,10.5
149813923,32866,Syzygium bourdillonii,1,1,1,Devika M. A. and Amitha Bachan K.H.,2023,GTA,Extant (resident),,,,,,,PreservedSpecimen,1895,77.12422,8.748125
149813923,32866,Syzygium bourdillonii,1,1,1,Devika M. A. and Amitha Bachan K.H.,2023,GTA,Extant (resident),,,,,,,PreservedSpecimen,1896,77.13301,8.884903
149813923,32866,Syzygium bourdillonii,1,1,1,Devika M. A. and Amitha Bachan K.H.,2023,GTA,Extant (resident),,,,,,,PreservedSpecimen,1989,77.21705,8.621894
149813923,32866,Syzygium bourdillonii,1,1,1,Devika M. A. and Amitha Bachan K.H.,2023,GTA,Extant (resident),,,,,,,PreservedSpecimen,1997,77.15864,8.878667
149813923,32866,Syzygium bourdillonii,1,1,1,Devika M. A. and Amitha Bachan K.H.,2023,GTA,Extant (resident),,,,,,,PreservedSpecimen,1998,77.48221,9.543086
149813923,32866,Syzygium bourdillonii,1,1,1,Devika M. A. and Amitha Bachan K.H.,2023,GTA,Extant (resident),,,,,,,PreservedSpecimen,2009,76.75024,11.5652
149813923,32866,Syzygium bourdillonii,1,1,1,Devika M. A. and Amitha Bachan K.H.,2023,GTA,Extant (resident),,,,,,,PreservedSpecimen,2010,76.72131,10.35383
149813923,32866,Syzygium bourdillonii,1,1,1,Devika M. A. and Amitha Bachan K.H.,2023,GTA,Extant (resident),,,,,,,PreservedSpecimen,2010,77.13755,8.723722
149813923,32866,Syzygium bourdillonii,1,1,1,Devika M. A. and Amitha Bachan K.H.,2023,GTA,Extant (resident),,,,,,,PreservedSpecimen,2012,77.12422,8.748125
149813923,32866,Syzygium bourdillonii,1,1,1,Devika M. A. and Amitha Bachan K.H.,2023,GTA,Extant (resident),,,,,,,PreservedSpecimen,2012,77.21705,8.621894
150219899,150213910,Alseodaphne owdenii,1,1,1,Rogier de Kok,2024,Global Tree Assessment,Extant (resident),,,,,,,,,83.69597734,28.54322006
150219899,150213910,Alseodaphne owdenii,1,1,1,Rogier de Kok,2024,Global Tree Assessment,Extant (resident),,,,,,,,,83.89373124,28.31134146
150219899,150213910,Alseodaphne owdenii,1,1,1,Rogier de Kok,2024,Global Tree Assessment,Extant (resident),,,,,,,,,84.45403398,28.66390518
150219899,150213910,Alseodaphne owdenii,1,1,1,Rogier de Kok,2024,Global Tree Assessment,Extant (resident),,,,,,,,,85.66253007,28.16615989
